publisher,journal_title,issn,eissn,journal_url,subject_area,scope,oa_model,fee_route,institution,apc_payable,other_fees,eligibility,agreement_start,agreement_end,annual_cap,article_types,evidence_status,record_status,source_url,policy_url,checked_on,source_updated,source_file,source_row,license,languages,country,doaj_url,instructions_url,apc_information_url,other_fees_url,source_record_id,notes
"""Nicolae Titulescu"" University of Bucharest",Computational Methods in Social Sciences,,2344-1232,http://cmss.univnt.ro,Science: Mathematics: Instruments and machines: Electronic computers. Computer science | Social Sciences: Social sciences (General),"social sciences, computational economics, statistics, computers, education",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,http://cmss.univnt.ro/publishing-process/,2026-09-19,2023-02-24T10:09:26Z,no_apc_open_access.csv,12,CC BY-SA,English,Romania,https://doaj.org/toc/947d1e8704344a9c8a5ea1893f7d70d2,http://cmss.univnt.ro/guide-to-authors/,http://cmss.univnt.ro/publishing-process/,,947d1e8704344a9c8a5ea1893f7d70d2,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
"""Paediatrician"" Publishers LLC",Вопросы современной педиатрии,1682-5527,1682-5535,https://vsp.spr-journal.ru,Medicine: Pediatrics,"prevention, probiotics, prophylaxis, safety, vaccination, children",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,https://vsp.spr-journal.ru/jour/about/editorialPolicies#custom-4,2026-09-19,2025-11-12T14:58:06Z,no_apc_open_access.csv,13,CC BY,"Russian, English",Russian Federation,https://doaj.org/toc/a34da78c98e84fe89817a9bed95c6ab9,https://vsp.spr-journal.ru/jour/about/submissions#authorGuidelines,https://vsp.spr-journal.ru/jour/about/editorialPolicies#custom-4,,a34da78c98e84fe89817a9bed95c6ab9,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
"""Prof. Marin Drinov"" Publishing House of Bulgarian Academy of Sciences",Notes on Number Theory and Discrete Mathematics,1310-5132,2367-8275,https://nntdm.net/,Science: Mathematics,"number theory, discrete mathematics, arithmetic functions, combinatorics, diophantine equations, fibonacci",Open access,no_apc_oa,any,0,yes,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,https://nntdm.net/pricing/,2026-09-19,2024-09-01T16:38:24Z,no_apc_open_access.csv,14,CC BY,English,Bulgaria,https://doaj.org/toc/f46659079f794c0e9e054b974b61a5b3,https://nntdm.net/instructions-to-authors/,https://nntdm.net/pricing/,https://nntdm.net/pricing/,f46659079f794c0e9e054b974b61a5b3,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
"""Vikol publishing"" ST Kolesnichenko V.V.",Journal of Stress Physiology & Biochemistry,,1997-0838,http://www.jspb.ru/,Science: Chemistry: Organic chemistry: Biochemistry,"physiological reactions, biochemical reactions, plant and animal organisms, abiotic and biotic stress factors",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,http://www.jspb.ru/scope.htm,2026-09-19,2025-08-28T14:16:27Z,no_apc_open_access.csv,15,CC BY,"Russian, English",Russian Federation,https://doaj.org/toc/7f2b2f3fdfcc4b1391f0b7638bf2d5e7,http://www.jspb.ru/rules.htm,http://www.jspb.ru/scope.htm,,7f2b2f3fdfcc4b1391f0b7638bf2d5e7,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
1001 Medical Association,International Biological and Biomedical Journal,,2423-4478,http://www.ibbj.org/,Science: Biology (General),"immunology, molecular biology, genetics, biology, biomedicine",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,http://ibbj.org/page/14/Aims-YW_AND-amp;-Scopes,2026-09-19,2025-03-28T14:17:11Z,no_apc_open_access.csv,16,CC BY,English,"Iran, Islamic Republic of",https://doaj.org/toc/dde05a176f9044428eee4ac4f9dd7bbd,http://www.ibbj.org/page/21/Submission-Instruction,http://ibbj.org/page/14/Aims-YW_AND-amp;-Scopes,,dde05a176f9044428eee4ac4f9dd7bbd,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
27 Scientific Centre named after academician N.D. Zelinsky,Вестник войск РХБ защиты,2587-5728,,https://www.nbsprot.ru/,Military Science,"biological security, biological weapons, nbc protection troops, radiation safety and security, nbc protection of troops and population of russia, chemical safety and security",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,https://www.nbsprot.ru/jour/about/editorialPolicies#custom-3,2026-09-19,2024-06-05T10:36:54Z,no_apc_open_access.csv,17,CC BY,Russian,Russian Federation,https://doaj.org/toc/48ef790a7efa43869e445545c3045b5a,https://www.nbsprot.ru/jour/about/submissions#authorGuidelines,https://www.nbsprot.ru/jour/about/editorialPolicies#custom-3,,48ef790a7efa43869e445545c3045b5a,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
a publication of the academy of scientific studies in education,مسائل کاربردی تعلیم و تربیت اسلامی,2588-3151,2588-4077,http://qaiie.ir,Education: Special aspects of education,"quartrly, issues, application, islamic, education",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,http://qaiie.ir/page/119/%D9%81%D8%B1%D8%A7%DB%8C%D9%86%D8%AF-%D9%BE%D8%B0%DB%8C%D8%B1%D8%B4-%D9%85%D9%82%D8%A7%D9%84%D8%A7%D8%AA,2026-09-19,2020-11-10T10:41:50Z,no_apc_open_access.csv,18,CC BY-NC,Persian,"Iran, Islamic Republic of",https://doaj.org/toc/6cb36f8806a84d459bf68c67670b6872,http://qaiie.ir/page/48/%D8%B1%D8%A7%D9%87%D9%86%D9%85%D8%A7%DB%8C-%D9%86%DA%AF%D8%A7%D8%B1%D8%B4-%D9%85%D9%82%D8%A7%D9%84%D9%87,http://qaiie.ir/page/119/%D9%81%D8%B1%D8%A7%DB%8C%D9%86%D8%AF-%D9%BE%D8%B0%DB%8C%D8%B1%D8%B4-%D9%85%D9%82%D8%A7%D9%84%D8%A7%D8%AA,http://qaiie.ir/browse.php?slc_lang=fa&slc_sid=1,6cb36f8806a84d459bf68c67670b6872,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
A. Krymskyi Institute of Oriental Studies of Academy of Sciences of Ukraine,Китаєзнавчі дослідження,2409-904X,2616-7328,https://chinese-studies.com.ua/,"Language and Literature: Languages and literature of Eastern Asia, Africa, Oceania: Chinese language and literature","sinology, chinese history, chinese philosophy, chinese linguistics, chinese philology, international relations",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,https://chinese-studies.com.ua/index.php/journal/obligations,2026-09-19,2026-03-23T05:46:55Z,no_apc_open_access.csv,19,CC BY-NC,"Chinese, English, Ukrainian",Ukraine,https://doaj.org/toc/ef238fd8cec247988154526026b6a716,https://chinese-studies.com.ua/index.php/journal/for_authors,https://chinese-studies.com.ua/index.php/journal/obligations,,ef238fd8cec247988154526026b6a716,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
A.N. Zavaritsky Institute of Geology and Geochemistry,Литосфера,1681-9004,2500-302X,https://www.lithosphere.ru/jour,Technology: Engineering (General). Civil engineering (General): Engineering geology. Rock mechanics. Soil mechanics. Underground construction,"solid earth, geochemistry, geodynamics, geochronology, geoanalytical techniques, lithogenesis",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,https://www.lithosphere.ru/jour/about/editorialPolicies#custom-4,2026-09-19,2022-11-03T16:30:02Z,no_apc_open_access.csv,20,CC BY,"Russian, English",Russian Federation,https://doaj.org/toc/cd7e8cf6b00c4da688824f588dbbd8be,https://www.lithosphere.ru/jour/about/submissions#authorGuidelines,https://www.lithosphere.ru/jour/about/editorialPolicies#custom-4,,cd7e8cf6b00c4da688824f588dbbd8be,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
A.T.P.G.,Traces in Time,,2038-7709,http://www.archaeologicaltraces.org/index.php/2014-01-28-09-56-01/traces-in-time,Geography. Anthropology. Recreation: Anthropology: Prehistoric archaeology,"prehistory, bronze age, neolithic, iron age, paleolithic",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,http://www.archaeologicaltraces.org/index.php/2014-01-28-09-56-01/traces-in-time,2026-09-19,2021-01-24T17:13:30Z,no_apc_open_access.csv,21,CC BY-NC-ND,"Italian, English",Italy,https://doaj.org/toc/46939db84223425c92ad90373bbb28a7,http://www.archaeologicaltraces.org/index.php/8-general/85-publication-guidelines-for-authors,http://www.archaeologicaltraces.org/index.php/2014-01-28-09-56-01/traces-in-time,,46939db84223425c92ad90373bbb28a7,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
Aalborg University Open Publishing,Akademisk Kvarter,,1904-0008,https://journals.aau.dk/index.php/ak/index,General Works: History of scholarship and learning. The humanities,"culture, internationalisation, humanistic research, media, humanistic methods",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,https://journals.aau.dk/index.php/ak/ethics,2026-09-19,2024-03-19T13:30:08Z,no_apc_open_access.csv,22,CC BY-NC-ND,"Swedish, Norwegian, English, Danish",Denmark,https://doaj.org/toc/32edd11766c04d76980a20ed166dfb5f,https://journals.aau.dk/index.php/ak/Submission,https://journals.aau.dk/index.php/ak/ethics,,32edd11766c04d76980a20ed166dfb5f,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
Aalborg University Open Publishing,Coaching Psykologi: The Danish Journal of Coaching Psychology,,2244-9698,https://journals.aau.dk/index.php/CP/index,Philosophy. Psychology. Religion: Psychology,"coaching, psychology",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,https://journals.aau.dk/index.php/CP/about,2026-09-19,2024-03-19T13:38:08Z,no_apc_open_access.csv,23,CC BY-NC-ND,"Danish, English",Denmark,https://doaj.org/toc/b2892e53893c4a4c8317ee9c80e77932,https://journals.aau.dk/index.php/CP/about/submissions#authorGuidelines,https://journals.aau.dk/index.php/CP/about,,b2892e53893c4a4c8317ee9c80e77932,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
Aalborg University Open Publishing,Geoforum Perspektiv,1601-8796,2245-8433,https://journals.aau.dk/index.php/gfp,Geography. Anthropology. Recreation: Geography (General),"spatial information, geo data, digital administration, gis",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,https://journals.aau.dk/index.php/gfp/about,2026-09-19,2024-03-19T13:35:03Z,no_apc_open_access.csv,24,CC BY-NC-ND,"English, Danish",Denmark,https://doaj.org/toc/56a960800d0f4e0492040eb1e6314361,https://journals.aau.dk/index.php/gfp/about/submissions,https://journals.aau.dk/index.php/gfp/about,,56a960800d0f4e0492040eb1e6314361,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
Aalborg University Open Publishing,Globe,,2246-8838,https://journals.aau.dk/index.php/globe,Language and Literature: Philology. Linguistics,"language, culture, communication",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,https://journals.aau.dk/index.php/globe/about,2026-09-19,2024-03-19T13:35:48Z,no_apc_open_access.csv,25,CC BY-NC-ND,"Danish, English",Denmark,https://doaj.org/toc/a4f1f8dfbfe94ee997207e84ebdea798,https://journals.aau.dk/index.php/globe/about/submissions,https://journals.aau.dk/index.php/globe/about,,a4f1f8dfbfe94ee997207e84ebdea798,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
Aalborg University Open Publishing,International Journal of Sustainable Energy Planning and Management,,2246-2929,https://journals.aau.dk//index.php/sepm/index,Technology: Engineering (General). Civil engineering (General) | Social Sciences: Social sciences (General),"engineering, social science, energy, feasibility studies, public regulation, sustainable energy planning",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,https://journals.aau.dk/index.php/sepm/about,2026-09-19,2024-03-19T13:33:12Z,no_apc_open_access.csv,26,CC BY-NC-ND,English,Denmark,https://doaj.org/toc/a1894d0bb7264a8dbb91a7b0eb5a37a5,http://journals.aau.dk/index.php/sepm/about/submissions#authorGuidelines,https://journals.aau.dk/index.php/sepm/about,,a1894d0bb7264a8dbb91a7b0eb5a37a5,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
Aalborg University Open Publishing,Journal of Business Models,,2246-2465,https://journals.aau.dk/index.php/JOBM,Social Sciences: Commerce: Business,"business models, innovation, facilitating, implementation, globalization, commercialization",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,https://journals.aau.dk/index.php/JOBM/information/authors,2026-09-19,2024-03-19T13:36:28Z,no_apc_open_access.csv,27,CC BY-NC-ND,English,Denmark,https://doaj.org/toc/8e97281e60624611bbc412cbc369042c,https://journals.aau.dk/index.php/JOBM/about/submissions#authorGuidelines,https://journals.aau.dk/index.php/JOBM/information/authors,,8e97281e60624611bbc412cbc369042c,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
Aalborg University Open Publishing,Journal of China and International Relations,,2245-8921,http://journals.aau.dk/index.php/jcir/index,Political science,"china, international relations, world order, international system, globalization, bric",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,https://journals.aau.dk/index.php/jcir/about,2026-09-19,2024-03-19T13:36:56Z,no_apc_open_access.csv,28,CC BY-NC-ND,"English, Chinese",Denmark,https://doaj.org/toc/a9b775c7cd3040059235124799ce1325,https://journals.aau.dk/index.php/jcir/about/submissions#authorGuidelines,https://journals.aau.dk/index.php/jcir/about,,a9b775c7cd3040059235124799ce1325,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
Aalborg University Open Publishing,Journal of Problem Based Learning in Higher Education,,2246-0918,http://journals.aau.dk/index.php/pbl/index,Education: Special aspects of education,"problem-based learning, project-based learning, higher education",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,https://journals.aau.dk/index.php/pbl/ethics,2026-09-19,2024-03-19T13:37:40Z,no_apc_open_access.csv,29,CC BY,English,Denmark,https://doaj.org/toc/2ed8dae5bd464fd6bcdcd6b551c2d5b4,http://journals.aau.dk/index.php/pbl/about/submissions#authorGuidelines,https://journals.aau.dk/index.php/pbl/ethics,,2ed8dae5bd464fd6bcdcd6b551c2d5b4,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
Aalborg University Open Publishing,Nordic Journal of Commercial Law,,1459-9686,https://journals.aau.dk/index.php/NJCL/index,Law: Law in general. Comparative and uniform law. Jurisprudence: Comparative law. International uniform law: Commercial law,"commercial law, international contract law, sales law",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,https://journals.aau.dk/index.php/NJCL/about,2026-09-19,2024-03-19T13:34:18Z,no_apc_open_access.csv,30,CC BY,English,Denmark,https://doaj.org/toc/29b35bdcf2b14dc6a1d92fb0d7f7fc69,https://journals.aau.dk/index.php/NJCL/about/submissions,https://journals.aau.dk/index.php/NJCL/about,,29b35bdcf2b14dc6a1d92fb0d7f7fc69,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
Aalborg University Press,Journal of Somaesthetics,,2246-8498,https://journals.aau.dk/index.php/JOS/index,Philosophy. Psychology. Religion: Aesthetics,"somaesthetics, aesthetics, arts, philosophy, design research, technology studies",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,https://journals.aau.dk/index.php/JOS/about,2026-09-19,2025-08-12T05:49:10Z,no_apc_open_access.csv,31,CC BY-NC-ND,English,Denmark,https://doaj.org/toc/4e35720b80524acab9218d361e3b3153,https://journals.aau.dk/index.php/JOS/about/submissions#authorGuidelines,https://journals.aau.dk/index.php/JOS/about,,4e35720b80524acab9218d361e3b3153,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
Aalto University,Research in Arts and Education,,2670-2142,https://journal.fi/rae,Education: Education (General) | Fine Arts: Arts in general,"arts, education, design, artistic research, art, media",Open access,no_apc_oa,any,0,no,No affiliation condition in DOAJ fee record; check current author policy.,,,,,source_reported,listed,https://doaj.org/csv,https://journal.fi/rae/index,2026-09-19,2023-02-06T09:56:21Z,no_apc_open_access.csv,32,CC BY,"Finnish, English",Finland,https://doaj.org/toc/e3c059156d834a4da6322c001fa15656,https://journal.fi/rae/about/submissions,https://journal.fi/rae/index,,e3c059156d834a4da6322c001fa15656,"DOAJ journal metadata CC BY-SA 4.0; export dated 2026-08-19, retrieved 2026-09-19. Journal policy not individually rechecked."
