publisher,journal_title,issn,eissn,journal_url,subject_area,scope,oa_model,fee_route,institution,apc_payable,other_fees,eligibility,agreement_start,agreement_end,annual_cap,article_types,evidence_status,record_status,source_url,policy_url,checked_on,source_updated,source_file,source_row,license,languages,country,doaj_url,instructions_url,apc_information_url,other_fees_url,source_record_id,notes
Elsevier,Advances in Biological Regulation,2212-4926,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,12,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Advances in Colloid and Interface Science,0001-8686,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,13,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Advances in Engineering Software,0965-9978,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,14,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Advances in Medical Sciences,1896-1126,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,15,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Aerospace Science and Technology,1270-9638,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,16,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,AEÜ - International Journal of Electronics and Communications,1434-8411,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,17,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Ageing Research Reviews,1568-1637,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,18,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Alcohol,0741-8329,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,19,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Algal Research,2211-9264,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,20,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Analytic Methods in Accident Research,2213-6657,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,21,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Analytica Chimica Acta,0003-2670,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,22,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Analytical Biochemistry,0003-2697,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,23,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Animal Reproduction Science,0378-4320,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,24,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Annals of Anatomy,0940-9602,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,25,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Annals of Nuclear Energy,0306-4549,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,26,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Annual Reviews in Control,1367-5788,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,27,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Applied Acoustics,0003-682X,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,28,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Applied Clay Science,0169-1317,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,29,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Applied Energy,0306-2619,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,30,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Applied Ergonomics,0003-6870,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,31,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Applied Materials Today,2352-9407,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,32,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Applied Mathematical Modelling,0307-904X,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,33,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Applied Mathematics Letters,0893-9659,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,34,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Applied Soft Computing,1568-4946,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,35,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Applied Surface Science,0169-4332,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,36,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Applied Thermal Engineering,1359-4311,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,37,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Archives of Biochemistry and Biophysics,0003-9861,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,38,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Archives of Gerontology and Geriatrics,0167-4943,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,39,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Arthropod Structure & Development,1467-8039,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,40,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Artificial Intelligence,0004-3702,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,41,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Artificial Intelligence in Medicine,0933-3657,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,42,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Astronomy and Computing,2213-1337,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,43,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Automatica,0005-1098,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,44,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Automation in Construction,0926-5805,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,45,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Best Practice & Research Clinical Endocrinology & Metabolism,1521-690X,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,46,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Best Practice & Research Clinical Haematology,1521-6926,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,47,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Big Data Research,2214-5796,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,48,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Bioactive Carbohydrates and Dietary Fibre,2212-6198,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,49,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Biocatalysis and Agricultural Biotechnology,1878-8181,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,50,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Biochemical and Biophysical Research Communications,0006-291X,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,51,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Biochemical Engineering Journal,1369-703X,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,52,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Biochemical Systematics and Ecology,0305-1978,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,53,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Biochimica et Biophysica Acta: Bioenergetics,0005-2728,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,54,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Biochimica et Biophysica Acta: Biomembranes,0005-2736,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,55,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Biochimica et Biophysica Acta: Gene Regulatory Mechanisms,1874-9399,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,56,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Biochimica et Biophysica Acta: General Subjects,0304-4165,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,57,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Biochimica et Biophysica Acta: Molecular and Cell Biology of Lipids,1388-1981,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,58,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
Elsevier,Biochimica et Biophysica Acta: Molecular Basis of Disease,0925-4439,,,,,Hybrid,subscription_no_apc,any,0,unknown,Choose subscription publication; confirm journal remains hybrid and check ancillary fees.,,,,,legacy_title_list_plus_current_policy,listed,https://www.elsevier.com/about/policies-and-standards/pricing,https://www.elsevier.com/about/policies-and-standards/pricing,2026-09-19,2025,subscription_no_apc.csv,59,,,,,,,,,Title/model from MUJ 2025 sheet; current publisher policy permits no-cost subscription route. Current title policy must be rechecked.
