publisher,journal_title,issn,eissn,journal_url,subject_area,scope,oa_model,fee_route,institution,apc_payable,other_fees,eligibility,agreement_start,agreement_end,annual_cap,article_types,evidence_status,record_status,source_url,policy_url,checked_on,source_updated,source_file,source_row,license,languages,country,doaj_url,instructions_url,apc_information_url,other_fees_url,source_record_id,notes
ASME,Journal of Computing and Information Science in Engineering,,,,Mechanical engineering,,Hybrid,institutional_oa,UF,0,unknown,UF corresponding author; confirm article type and title with ASME institutional agreement.,,,,,publisher_catalog_plus_institution_policy,listed,https://www.asme.org/publications-submissions/journals/administration/journals-publication-frequency,https://guides.uflib.ufl.edu/openaccess/ufinvests,2026-09-19,,uf_100_percent_apc.csv,12,,,,,,,,,ASME public OA page independently lists UF; agreement term and quota not stated. Title spelling retained from source.
ASME,"Journal of Dynamic Systems, Measurement, and Control",,,,Mechanical engineering,,Hybrid,institutional_oa,UF,0,unknown,UF corresponding author; confirm article type and title with ASME institutional agreement.,,,,,publisher_catalog_plus_institution_policy,listed,https://www.asme.org/publications-submissions/journals/administration/journals-publication-frequency,https://guides.uflib.ufl.edu/openaccess/ufinvests,2026-09-19,,uf_100_percent_apc.csv,13,,,,,,,,,ASME public OA page independently lists UF; agreement term and quota not stated. Title spelling retained from source.
ASME,Journal of Electrochemical Energy Conversion and Storage,,,,Mechanical engineering,,Hybrid,institutional_oa,UF,0,unknown,UF corresponding author; confirm article type and title with ASME institutional agreement.,,,,,publisher_catalog_plus_institution_policy,listed,https://www.asme.org/publications-submissions/journals/administration/journals-publication-frequency,https://guides.uflib.ufl.edu/openaccess/ufinvests,2026-09-19,,uf_100_percent_apc.csv,14,,,,,,,,,ASME public OA page independently lists UF; agreement term and quota not stated. Title spelling retained from source.
ASME,Journal of Electronic Packaging,,,,Mechanical engineering,,Hybrid,institutional_oa,UF,0,unknown,UF corresponding author; confirm article type and title with ASME institutional agreement.,,,,,publisher_catalog_plus_institution_policy,listed,https://www.asme.org/publications-submissions/journals/administration/journals-publication-frequency,https://guides.uflib.ufl.edu/openaccess/ufinvests,2026-09-19,,uf_100_percent_apc.csv,15,,,,,,,,,ASME public OA page independently lists UF; agreement term and quota not stated. Title spelling retained from source.
ASME,Journal of Energy Resources Technology: Part A Sustainable and Renewable Energy,,,,Mechanical engineering,,Hybrid,institutional_oa,UF,0,unknown,UF corresponding author; confirm article type and title with ASME institutional agreement.,,,,,publisher_catalog_plus_institution_policy,listed,https://www.asme.org/publications-submissions/journals/administration/journals-publication-frequency,https://guides.uflib.ufl.edu/openaccess/ufinvests,2026-09-19,,uf_100_percent_apc.csv,16,,,,,,,,,ASME public OA page independently lists UF; agreement term and quota not stated. Title spelling retained from source.
ASME,Journal of Energy Resources Technology: Part B Subsurface Energy and Carbon Capture,,,,Mechanical engineering,,Hybrid,institutional_oa,UF,0,unknown,UF corresponding author; confirm article type and title with ASME institutional agreement.,,,,,publisher_catalog_plus_institution_policy,listed,https://www.asme.org/publications-submissions/journals/administration/journals-publication-frequency,https://guides.uflib.ufl.edu/openaccess/ufinvests,2026-09-19,,uf_100_percent_apc.csv,17,,,,,,,,,ASME public OA page independently lists UF; agreement term and quota not stated. Title spelling retained from source.
ASME,Journal of Engineering and Science in Medical Diagnostics and Therapy,,,,Mechanical engineering,,Hybrid,institutional_oa,UF,0,unknown,UF corresponding author; confirm article type and title with ASME institutional agreement.,,,,,publisher_catalog_plus_institution_policy,listed,https://www.asme.org/publications-submissions/journals/administration/journals-publication-frequency,https://guides.uflib.ufl.edu/openaccess/ufinvests,2026-09-19,,uf_100_percent_apc.csv,18,,,,,,,,,ASME public OA page independently lists UF; agreement term and quota not stated. Title spelling retained from source.
ASME,Journal of Engineering for Gas Turbines and Power,,,,Mechanical engineering,,Hybrid,institutional_oa,UF,0,unknown,UF corresponding author; confirm article type and title with ASME institutional agreement.,,,,,publisher_catalog_plus_institution_policy,listed,https://www.asme.org/publications-submissions/journals/administration/journals-publication-frequency,https://guides.uflib.ufl.edu/openaccess/ufinvests,2026-09-19,,uf_100_percent_apc.csv,19,,,,,,,,,ASME public OA page independently lists UF; agreement term and quota not stated. Title spelling retained from source.
ASME,Journal of Engineering for Sustainable Buildings and Cities,,,,Mechanical engineering,,Hybrid,institutional_oa,UF,0,unknown,UF corresponding author; confirm article type and title with ASME institutional agreement.,,,,,publisher_catalog_plus_institution_policy,listed,https://www.asme.org/publications-submissions/journals/administration/journals-publication-frequency,https://guides.uflib.ufl.edu/openaccess/ufinvests,2026-09-19,,uf_100_percent_apc.csv,20,,,,,,,,,ASME public OA page independently lists UF; agreement term and quota not stated. Title spelling retained from source.
ASME,Journal of Engineering Materials and Technology,,,,Mechanical engineering,,Hybrid,institutional_oa,UF,0,unknown,UF corresponding author; confirm article type and title with ASME institutional agreement.,,,,,publisher_catalog_plus_institution_policy,listed,https://www.asme.org/publications-submissions/journals/administration/journals-publication-frequency,https://guides.uflib.ufl.edu/openaccess/ufinvests,2026-09-19,,uf_100_percent_apc.csv,21,,,,,,,,,ASME public OA page independently lists UF; agreement term and quota not stated. Title spelling retained from source.
ASME,Journal of Fluids Engineering,,,,Mechanical engineering,,Hybrid,institutional_oa,UF,0,unknown,UF corresponding author; confirm article type and title with ASME institutional agreement.,,,,,publisher_catalog_plus_institution_policy,listed,https://www.asme.org/publications-submissions/journals/administration/journals-publication-frequency,https://guides.uflib.ufl.edu/openaccess/ufinvests,2026-09-19,,uf_100_percent_apc.csv,22,,,,,,,,,ASME public OA page independently lists UF; agreement term and quota not stated. Title spelling retained from source.
ASME,Journal of Manufacturing Science and Engineering,,,,Mechanical engineering,,Hybrid,institutional_oa,UF,0,unknown,UF corresponding author; confirm article type and title with ASME institutional agreement.,,,,,publisher_catalog_plus_institution_policy,listed,https://www.asme.org/publications-submissions/journals/administration/journals-publication-frequency,https://guides.uflib.ufl.edu/openaccess/ufinvests,2026-09-19,,uf_100_percent_apc.csv,23,,,,,,,,,ASME public OA page independently lists UF; agreement term and quota not stated. Title spelling retained from source.
ASME,Journal of Mechanical Design,,,,Mechanical engineering,,Hybrid,institutional_oa,UF,0,unknown,UF corresponding author; confirm article type and title with ASME institutional agreement.,,,,,publisher_catalog_plus_institution_policy,listed,https://www.asme.org/publications-submissions/journals/administration/journals-publication-frequency,https://guides.uflib.ufl.edu/openaccess/ufinvests,2026-09-19,,uf_100_percent_apc.csv,24,,,,,,,,,ASME public OA page independently lists UF; agreement term and quota not stated. Title spelling retained from source.
ASME,Journal of Mechanisms and Robotics,,,,Mechanical engineering,,Hybrid,institutional_oa,UF,0,unknown,UF corresponding author; confirm article type and title with ASME institutional agreement.,,,,,publisher_catalog_plus_institution_policy,listed,https://www.asme.org/publications-submissions/journals/administration/journals-publication-frequency,https://guides.uflib.ufl.edu/openaccess/ufinvests,2026-09-19,,uf_100_percent_apc.csv,25,,,,,,,,,ASME public OA page independently lists UF; agreement term and quota not stated. Title spelling retained from source.
ASME,Journal of Medical Devices,,,,Mechanical engineering,,Hybrid,institutional_oa,UF,0,unknown,UF corresponding author; confirm article type and title with ASME institutional agreement.,,,,,publisher_catalog_plus_institution_policy,listed,https://www.asme.org/publications-submissions/journals/administration/journals-publication-frequency,https://guides.uflib.ufl.edu/openaccess/ufinvests,2026-09-19,,uf_100_percent_apc.csv,26,,,,,,,,,ASME public OA page independently lists UF; agreement term and quota not stated. Title spelling retained from source.
ASME,Journal of Micro and Nano Science and Engineering,,,,Mechanical engineering,,Hybrid,institutional_oa,UF,0,unknown,UF corresponding author; confirm article type and title with ASME institutional agreement.,,,,,publisher_catalog_plus_institution_policy,listed,https://www.asme.org/publications-submissions/journals/administration/journals-publication-frequency,https://guides.uflib.ufl.edu/openaccess/ufinvests,2026-09-19,,uf_100_percent_apc.csv,27,,,,,,,,,ASME public OA page independently lists UF; agreement term and quota not stated. Title spelling retained from source.
ASME,"Journal of Nondestructive Evaluation, Diagnostics, and Prognostics",,,,Mechanical engineering,,Hybrid,institutional_oa,UF,0,unknown,UF corresponding author; confirm article type and title with ASME institutional agreement.,,,,,publisher_catalog_plus_institution_policy,listed,https://www.asme.org/publications-submissions/journals/administration/journals-publication-frequency,https://guides.uflib.ufl.edu/openaccess/ufinvests,2026-09-19,,uf_100_percent_apc.csv,28,,,,,,,,,ASME public OA page independently lists UF; agreement term and quota not stated. Title spelling retained from source.
ASME,Journal of Nuclear Engineering and Radiation Science,,,,Mechanical engineering,,Hybrid,institutional_oa,UF,0,unknown,UF corresponding author; confirm article type and title with ASME institutional agreement.,,,,,publisher_catalog_plus_institution_policy,listed,https://www.asme.org/publications-submissions/journals/administration/journals-publication-frequency,https://guides.uflib.ufl.edu/openaccess/ufinvests,2026-09-19,,uf_100_percent_apc.csv,29,,,,,,,,,ASME public OA page independently lists UF; agreement term and quota not stated. Title spelling retained from source.
ASME,Journal of Offshore Mechanics and Artic Engineering,,,,Mechanical engineering,,Hybrid,institutional_oa,UF,0,unknown,UF corresponding author; confirm article type and title with ASME institutional agreement.,,,,,publisher_catalog_plus_institution_policy,listed,https://www.asme.org/publications-submissions/journals/administration/journals-publication-frequency,https://guides.uflib.ufl.edu/openaccess/ufinvests,2026-09-19,,uf_100_percent_apc.csv,30,,,,,,,,,ASME public OA page independently lists UF; agreement term and quota not stated. Title spelling retained from source.
ASME,Journal of Pressure Vessel Technology,,,,Mechanical engineering,,Hybrid,institutional_oa,UF,0,unknown,UF corresponding author; confirm article type and title with ASME institutional agreement.,,,,,publisher_catalog_plus_institution_policy,listed,https://www.asme.org/publications-submissions/journals/administration/journals-publication-frequency,https://guides.uflib.ufl.edu/openaccess/ufinvests,2026-09-19,,uf_100_percent_apc.csv,31,,,,,,,,,ASME public OA page independently lists UF; agreement term and quota not stated. Title spelling retained from source.
ASME,Journal of Solar Energy Engineering,,,,Mechanical engineering,,Hybrid,institutional_oa,UF,0,unknown,UF corresponding author; confirm article type and title with ASME institutional agreement.,,,,,publisher_catalog_plus_institution_policy,listed,https://www.asme.org/publications-submissions/journals/administration/journals-publication-frequency,https://guides.uflib.ufl.edu/openaccess/ufinvests,2026-09-19,,uf_100_percent_apc.csv,32,,,,,,,,,ASME public OA page independently lists UF; agreement term and quota not stated. Title spelling retained from source.
ASME,Journal of Thermal Science and Engineering Applications,,,,Mechanical engineering,,Hybrid,institutional_oa,UF,0,unknown,UF corresponding author; confirm article type and title with ASME institutional agreement.,,,,,publisher_catalog_plus_institution_policy,listed,https://www.asme.org/publications-submissions/journals/administration/journals-publication-frequency,https://guides.uflib.ufl.edu/openaccess/ufinvests,2026-09-19,,uf_100_percent_apc.csv,33,,,,,,,,,ASME public OA page independently lists UF; agreement term and quota not stated. Title spelling retained from source.
ASME,Journal of Tribology,,,,Mechanical engineering,,Hybrid,institutional_oa,UF,0,unknown,UF corresponding author; confirm article type and title with ASME institutional agreement.,,,,,publisher_catalog_plus_institution_policy,listed,https://www.asme.org/publications-submissions/journals/administration/journals-publication-frequency,https://guides.uflib.ufl.edu/openaccess/ufinvests,2026-09-19,,uf_100_percent_apc.csv,34,,,,,,,,,ASME public OA page independently lists UF; agreement term and quota not stated. Title spelling retained from source.
ASME,Journal of Turbomachinery,,,,Mechanical engineering,,Hybrid,institutional_oa,UF,0,unknown,UF corresponding author; confirm article type and title with ASME institutional agreement.,,,,,publisher_catalog_plus_institution_policy,listed,https://www.asme.org/publications-submissions/journals/administration/journals-publication-frequency,https://guides.uflib.ufl.edu/openaccess/ufinvests,2026-09-19,,uf_100_percent_apc.csv,35,,,,,,,,,ASME public OA page independently lists UF; agreement term and quota not stated. Title spelling retained from source.
ASME,"Journal of Verification, Validation and Uncertainty Quantification",,,,Mechanical engineering,,Hybrid,institutional_oa,UF,0,unknown,UF corresponding author; confirm article type and title with ASME institutional agreement.,,,,,publisher_catalog_plus_institution_policy,listed,https://www.asme.org/publications-submissions/journals/administration/journals-publication-frequency,https://guides.uflib.ufl.edu/openaccess/ufinvests,2026-09-19,,uf_100_percent_apc.csv,36,,,,,,,,,ASME public OA page independently lists UF; agreement term and quota not stated. Title spelling retained from source.
ASME,Journal of Vibration and Acoustics,,,,Mechanical engineering,,Hybrid,institutional_oa,UF,0,unknown,UF corresponding author; confirm article type and title with ASME institutional agreement.,,,,,publisher_catalog_plus_institution_policy,listed,https://www.asme.org/publications-submissions/journals/administration/journals-publication-frequency,https://guides.uflib.ufl.edu/openaccess/ufinvests,2026-09-19,,uf_100_percent_apc.csv,37,,,,,,,,,ASME public OA page independently lists UF; agreement term and quota not stated. Title spelling retained from source.
Cambridge University Press,Acta Neuropsychiatrica,0924-2708,1601-5215,https://www.cambridge.org/core/product/38A3544260A4DA9847F95D6438BF4BE7,Psychology & Psychiatry,,Open Access,institutional_oa,UF,0,unknown,UF corresponding author; eligible article type and date; publisher/library approval required. Acceptance on/after 2026-01-01.,2026-01-01,2026-12-31,,Research article; review article; rapid communication; brief report; case report,institution_title_list,listed,https://search.scifree.se/uflib,https://guides.uflib.ufl.edu/openaccess/ufinvests,2026-09-19,2026-03-31T12:48:26.991000,uf_100_percent_apc.csv,38,,,,,,,,6908f6159c2ae02126a7e122,"Title-level UF SciFree record, cross-checked against current UF publisher policy; finder may lag. End date from finder metadata; recheck publisher before submission."
Cambridge University Press,Acta Numerica,0962-4929,1474-0508,https://www.cambridge.org/core/product/12588D5F94C712C67A9B79018C6043E5,Mathematics,,Hybrid,institutional_oa,UF,0,unknown,UF corresponding author; eligible article type and date; publisher/library approval required. Acceptance on/after 2026-01-01.,2026-01-01,2026-12-31,,Research article; review article; rapid communication; brief report; case report,institution_title_list,listed,https://search.scifree.se/uflib,https://guides.uflib.ufl.edu/openaccess/ufinvests,2026-09-19,2026-03-31T12:48:26.991000,uf_100_percent_apc.csv,39,,,,,,,,6908f6159c2ae02126a7e121,"Title-level UF SciFree record, cross-checked against current UF publisher policy; finder may lag. End date from finder metadata; recheck publisher before submission."
Cambridge University Press,Advances in Applied Probability,0001-8678,1475-6064,https://www.cambridge.org/core/product/22C8F4910E8F250FF1C359A24E9E8DC4/all-issues,,,Hybrid,institutional_oa,UF,0,unknown,UF corresponding author; eligible article type and date; publisher/library approval required. Acceptance on/after 2026-01-01.,2026-01-01,2026-12-31,,Research article; review article; rapid communication; brief report; case report,institution_title_list,listed,https://search.scifree.se/uflib,https://guides.uflib.ufl.edu/openaccess/ufinvests,2026-09-19,2026-03-31T12:48:26.991000,uf_100_percent_apc.csv,40,,,,,,,,6908f6159c2ae02126a7e125,"Title-level UF SciFree record, cross-checked against current UF publisher policy; finder may lag. End date from finder metadata; recheck publisher before submission."
Cambridge University Press,Advances in Archaeological Practice,,2326-3768,https://www.cambridge.org/core/product/738B2AB7F925D064AB96A2E664ED2521,Archaeology & Anthropology,,Open Access,institutional_oa,UF,0,unknown,UF corresponding author; eligible article type and date; publisher/library approval required. Acceptance on/after 2026-01-01.,2026-01-01,2026-12-31,,Research article; review article; rapid communication; brief report; case report,institution_title_list,listed,https://search.scifree.se/uflib,https://guides.uflib.ufl.edu/openaccess/ufinvests,2026-09-19,2026-03-31T12:48:26.991000,uf_100_percent_apc.csv,41,,,,,,,,6908f6159c2ae02126a7e127,"Title-level UF SciFree record, cross-checked against current UF publisher policy; finder may lag. End date from finder metadata; recheck publisher before submission."
Cambridge University Press,Africa,0001-9720,1750-0184,https://www.cambridge.org/core/product/E25CAC1112BFD1A7778A0C279A4B8520,Area Studies,,Hybrid,institutional_oa,UF,0,unknown,UF corresponding author; eligible article type and date; publisher/library approval required. Acceptance on/after 2026-01-01.,2026-01-01,2026-12-31,,Research article; review article; rapid communication; brief report; case report,institution_title_list,listed,https://search.scifree.se/uflib,https://guides.uflib.ufl.edu/openaccess/ufinvests,2026-09-19,2026-03-31T12:48:26.991000,uf_100_percent_apc.csv,42,,,,,,,,6908f6159c2ae02126a7e12d,"Title-level UF SciFree record, cross-checked against current UF publisher policy; finder may lag. End date from finder metadata; recheck publisher before submission."
Cambridge University Press,Africa Bibliography,0266-6731,1757-1642,https://www.cambridge.org/core/product/EBD295E14C0C1DB9E369D74C88A3C0E7/all-issues,,,Hybrid,institutional_oa,UF,0,unknown,UF corresponding author; eligible article type and date; publisher/library approval required. Acceptance on/after 2026-01-01.,2026-01-01,2026-12-31,,Research article; review article; rapid communication; brief report; case report,institution_title_list,listed,https://search.scifree.se/uflib,https://guides.uflib.ufl.edu/openaccess/ufinvests,2026-09-19,2026-03-31T12:48:26.991000,uf_100_percent_apc.csv,43,,,,,,,,6908f6159c2ae02126a7e129,"Title-level UF SciFree record, cross-checked against current UF publisher policy; finder may lag. End date from finder metadata; recheck publisher before submission."
Cambridge University Press,"Africa Bibliography, Research and Documentation",2752-6399,2752-6402,https://www.cambridge.org/core/product/C0FBA790A0C3BE577971D32BA8417CF7/all-issues,Area Studies,,Hybrid,institutional_oa,UF,0,unknown,UF corresponding author; eligible article type and date; publisher/library approval required. Acceptance on/after 2026-01-01.,2026-01-01,2026-12-31,,Research article; review article; rapid communication; brief report; case report,institution_title_list,listed,https://search.scifree.se/uflib,https://guides.uflib.ufl.edu/openaccess/ufinvests,2026-09-19,2026-03-31T12:48:26.991000,uf_100_percent_apc.csv,44,,,,,,,,6908f6159c2ae02126a7e12b,"Title-level UF SciFree record, cross-checked against current UF publisher policy; finder may lag. End date from finder metadata; recheck publisher before submission."
Cambridge University Press,African Studies Review,0002-0206,1555-2462,https://www.cambridge.org/core/product/A6CE03C301A59E7876901A928E7406B6,Area Studies,,Hybrid,institutional_oa,UF,0,unknown,UF corresponding author; eligible article type and date; publisher/library approval required. Acceptance on/after 2026-01-01.,2026-01-01,2026-12-31,,Research article; review article; rapid communication; brief report; case report,institution_title_list,listed,https://search.scifree.se/uflib,https://guides.uflib.ufl.edu/openaccess/ufinvests,2026-09-19,2026-03-31T12:48:26.991000,uf_100_percent_apc.csv,45,,,,,,,,6908f6159c2ae02126a7e123,"Title-level UF SciFree record, cross-checked against current UF publisher policy; finder may lag. End date from finder metadata; recheck publisher before submission."
Cambridge University Press,Ageing & Society,0144-686X,1469-1779,https://www.cambridge.org/core/product/8C0B631C753A542B1F9D926BD195DB86,Social Studies,,Hybrid,institutional_oa,UF,0,unknown,UF corresponding author; eligible article type and date; publisher/library approval required. Acceptance on/after 2026-01-01.,2026-01-01,2026-12-31,,Research article; review article; rapid communication; brief report; case report,institution_title_list,listed,https://search.scifree.se/uflib,https://guides.uflib.ufl.edu/openaccess/ufinvests,2026-09-19,2026-03-31T12:48:26.991000,uf_100_percent_apc.csv,46,,,,,,,,6908f6159c2ae02126a7e124,"Title-level UF SciFree record, cross-checked against current UF publisher policy; finder may lag. End date from finder metadata; recheck publisher before submission."
Cambridge University Press,Agricultural and Resource Economics Review,1068-2805,2372-2614,https://www.cambridge.org/core/product/D574F4B859189F163B711053D6E67F07,Economics,,Open Access,institutional_oa,UF,0,unknown,UF corresponding author; eligible article type and date; publisher/library approval required. Acceptance on/after 2026-01-01.,2026-01-01,2026-12-31,,Research article; review article; rapid communication; brief report; case report,institution_title_list,listed,https://search.scifree.se/uflib,https://guides.uflib.ufl.edu/openaccess/ufinvests,2026-09-19,2026-03-31T12:48:26.991000,uf_100_percent_apc.csv,47,,,,,,,,6908f6159c2ae02126a7e126,"Title-level UF SciFree record, cross-checked against current UF publisher policy; finder may lag. End date from finder metadata; recheck publisher before submission."
Cambridge University Press,AI EDAM,0890-0604,1469-1760,https://www.cambridge.org/core/product/46E50286DF9E9F8A8D580AE2272FAE40,Engineering,,Open Access,institutional_oa,UF,0,unknown,UF corresponding author; eligible article type and date; publisher/library approval required. Acceptance on/after 2026-01-01.,2026-01-01,2026-12-31,,Research article; review article; rapid communication; brief report; case report,institution_title_list,listed,https://search.scifree.se/uflib,https://guides.uflib.ufl.edu/openaccess/ufinvests,2026-09-19,2026-03-31T12:48:26.991000,uf_100_percent_apc.csv,48,,,,,,,,6908f6159c2ae02126a7e128,"Title-level UF SciFree record, cross-checked against current UF publisher policy; finder may lag. End date from finder metadata; recheck publisher before submission."
Cambridge University Press,AJIL Unbound,,2398-7723,https://www.cambridge.org/core/product/AE91B7FFEA2D0AD1F516C8B33BA4A8E1,Law,,Open Access,institutional_oa,UF,0,unknown,UF corresponding author; eligible article type and date; publisher/library approval required. Acceptance on/after 2026-01-01.,2026-01-01,2026-12-31,,Research article; review article; rapid communication; brief report; case report,institution_title_list,listed,https://search.scifree.se/uflib,https://guides.uflib.ufl.edu/openaccess/ufinvests,2026-09-19,2026-03-31T12:48:26.991000,uf_100_percent_apc.csv,49,,,,,,,,6908f6159c2ae02126a7e131,"Title-level UF SciFree record, cross-checked against current UF publisher policy; finder may lag. End date from finder metadata; recheck publisher before submission."
Cambridge University Press,American Antiquity,0002-7316,2325-5064,https://www.cambridge.org/core/product/39C024C90F1E1F43BC0F4648DEE586CB,Archaeology & Anthropology,,Hybrid,institutional_oa,UF,0,unknown,UF corresponding author; eligible article type and date; publisher/library approval required. Acceptance on/after 2026-01-01.,2026-01-01,2026-12-31,,Research article; review article; rapid communication; brief report; case report,institution_title_list,listed,https://search.scifree.se/uflib,https://guides.uflib.ufl.edu/openaccess/ufinvests,2026-09-19,2026-03-31T12:48:26.991000,uf_100_percent_apc.csv,50,,,,,,,,6908f6159c2ae02126a7e133,"Title-level UF SciFree record, cross-checked against current UF publisher policy; finder may lag. End date from finder metadata; recheck publisher before submission."
Cambridge University Press,American Journal of International Law,0002-9300,2161-7953,https://www.cambridge.org/core/product/3CCFB3BC2DB31CE79FBA01995D5B6028,Law,,Hybrid,institutional_oa,UF,0,unknown,UF corresponding author; eligible article type and date; publisher/library approval required. Acceptance on/after 2026-01-01.,2026-01-01,2026-12-31,,Research article; review article; rapid communication; brief report; case report,institution_title_list,listed,https://search.scifree.se/uflib,https://guides.uflib.ufl.edu/openaccess/ufinvests,2026-09-19,2026-03-31T12:48:26.991000,uf_100_percent_apc.csv,51,,,,,,,,6908f6159c2ae02126a7e12a,"Title-level UF SciFree record, cross-checked against current UF publisher policy; finder may lag. End date from finder metadata; recheck publisher before submission."
Cambridge University Press,American Journal of Law & Medicine,0098-8588,2375-835X,https://www.cambridge.org/core/journals/american-journal-of-law-and-medicine,Law,,Hybrid,institutional_oa,UF,0,unknown,UF corresponding author; eligible article type and date; publisher/library approval required. Acceptance on/after 2026-01-01.,2026-01-01,2026-12-31,,Research article; review article; rapid communication; brief report; case report,institution_title_list,listed,https://search.scifree.se/uflib,https://guides.uflib.ufl.edu/openaccess/ufinvests,2026-09-19,2026-03-31T12:48:26.991000,uf_100_percent_apc.csv,52,,,,,,,,6908f6159c2ae02126a7e135,"Title-level UF SciFree record, cross-checked against current UF publisher policy; finder may lag. End date from finder metadata; recheck publisher before submission."
