publisher,journal_title,issn,eissn,journal_url,subject_area,scope,oa_model,fee_route,institution,apc_payable,other_fees,eligibility,agreement_start,agreement_end,annual_cap,article_types,evidence_status,record_status,source_url,policy_url,checked_on,source_updated,source_file,source_row,license,languages,country,doaj_url,instructions_url,apc_information_url,other_fees_url,source_record_id,notes
Annual Reviews,Annual Review of Astronomy and Astrophysics,,,https://www.annualreviews.org/content/journals/astro,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/astro,2026-09-19,,subscribe_to_open.csv,12,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Biochemistry,,,https://www.annualreviews.org/content/journals/biochem,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/biochem,2026-09-19,,subscribe_to_open.csv,13,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Biomedical Data Science,,,https://www.annualreviews.org/content/journals/biodatasci,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/biodatasci,2026-09-19,,subscribe_to_open.csv,14,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Biomedical Engineering,,,https://www.annualreviews.org/content/journals/bioeng,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/bioeng,2026-09-19,,subscribe_to_open.csv,15,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Biophysics,,,https://www.annualreviews.org/content/journals/biophys,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/biophys,2026-09-19,,subscribe_to_open.csv,16,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Cancer Biology,,,https://www.annualreviews.org/content/journals/cancerbio,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/cancerbio,2026-09-19,,subscribe_to_open.csv,17,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Cell and Developmental Biology,,,https://www.annualreviews.org/content/journals/cellbio,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/cellbio,2026-09-19,,subscribe_to_open.csv,18,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Chemical and Biomolecular Engineering,,,https://www.annualreviews.org/content/journals/chembioeng,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/chembioeng,2026-09-19,,subscribe_to_open.csv,19,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Clinical Psychology,,,https://www.annualreviews.org/content/journals/clinpsy,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/clinpsy,2026-09-19,,subscribe_to_open.csv,20,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Condensed Matter Physics,,,https://www.annualreviews.org/content/journals/conmatphys,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/conmatphys,2026-09-19,,subscribe_to_open.csv,21,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,"Annual Review of Control, Robotics, and Autonomous Systems",,,https://www.annualreviews.org/content/journals/control,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/control,2026-09-19,,subscribe_to_open.csv,22,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Criminology,,,https://www.annualreviews.org/content/journals/criminol,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/criminol,2026-09-19,,subscribe_to_open.csv,23,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Developmental Psychology,,,https://www.annualreviews.org/content/journals/devpsych,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/devpsych,2026-09-19,,subscribe_to_open.csv,24,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Earth and Planetary Sciences,,,https://www.annualreviews.org/content/journals/earth,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/earth,2026-09-19,,subscribe_to_open.csv,25,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,"Annual Review of Ecology, Evolution, and Systematics",,,https://www.annualreviews.org/content/journals/ecolsys,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/ecolsys,2026-09-19,,subscribe_to_open.csv,26,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Economics,,,https://www.annualreviews.org/content/journals/economics,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/economics,2026-09-19,,subscribe_to_open.csv,27,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Entomology,,,https://www.annualreviews.org/content/journals/ento,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/ento,2026-09-19,,subscribe_to_open.csv,28,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Environment and Resources,,,https://www.annualreviews.org/content/journals/energy,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/energy,2026-09-19,,subscribe_to_open.csv,29,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Financial Economics,,,https://www.annualreviews.org/content/journals/financial,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/financial,2026-09-19,,subscribe_to_open.csv,30,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Fluid Mechanics,,,https://www.annualreviews.org/content/journals/fluid,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/fluid,2026-09-19,,subscribe_to_open.csv,31,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Food Science and Technology,,,https://www.annualreviews.org/content/journals/food,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/food,2026-09-19,,subscribe_to_open.csv,32,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Genetics,,,https://www.annualreviews.org/content/journals/genet,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/genet,2026-09-19,,subscribe_to_open.csv,33,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Genomics and Human Genetics,,,https://www.annualreviews.org/content/journals/genom,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/genom,2026-09-19,,subscribe_to_open.csv,34,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Immunology,,,https://www.annualreviews.org/content/journals/immunol,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/immunol,2026-09-19,,subscribe_to_open.csv,35,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Law and Social Science,,,https://www.annualreviews.org/content/journals/lawsocsci,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/lawsocsci,2026-09-19,,subscribe_to_open.csv,36,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Linguistics,,,https://www.annualreviews.org/content/journals/linguistics,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/linguistics,2026-09-19,,subscribe_to_open.csv,37,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Marine Science,,,https://www.annualreviews.org/content/journals/marine,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/marine,2026-09-19,,subscribe_to_open.csv,38,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Materials Research,,,https://www.annualreviews.org/content/journals/matsci,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/matsci,2026-09-19,,subscribe_to_open.csv,39,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Medicine,,,https://www.annualreviews.org/content/journals/med,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/med,2026-09-19,,subscribe_to_open.csv,40,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Microbiology,,,https://www.annualreviews.org/content/journals/micro,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/micro,2026-09-19,,subscribe_to_open.csv,41,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Neuroscience,,,https://www.annualreviews.org/content/journals/neuro,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/neuro,2026-09-19,,subscribe_to_open.csv,42,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Nuclear and Particle Science,,,https://www.annualreviews.org/content/journals/nucl,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/nucl,2026-09-19,,subscribe_to_open.csv,43,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Nutrition,,,https://www.annualreviews.org/content/journals/nutr,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/nutr,2026-09-19,,subscribe_to_open.csv,44,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Organizational Psychology and Organizational Behavior,,,https://www.annualreviews.org/content/journals/orgpsych,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/orgpsych,2026-09-19,,subscribe_to_open.csv,45,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Pathology,,,https://www.annualreviews.org/content/journals/pathmechdis,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/pathmechdis,2026-09-19,,subscribe_to_open.csv,46,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Pharmacology and Toxicology,,,https://www.annualreviews.org/content/journals/pharmtox,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/pharmtox,2026-09-19,,subscribe_to_open.csv,47,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Physical Chemistry,,,https://www.annualreviews.org/content/journals/physchem,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/physchem,2026-09-19,,subscribe_to_open.csv,48,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Physiology,,,https://www.annualreviews.org/content/journals/physiol,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/physiol,2026-09-19,,subscribe_to_open.csv,49,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Phytopathology,,,https://www.annualreviews.org/content/journals/phyto,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/phyto,2026-09-19,,subscribe_to_open.csv,50,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Plant Biology,,,https://www.annualreviews.org/content/journals/arplant,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/arplant,2026-09-19,,subscribe_to_open.csv,51,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Political Science,,,https://www.annualreviews.org/content/journals/polisci,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/polisci,2026-09-19,,subscribe_to_open.csv,52,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Psychology,,,https://www.annualreviews.org/content/journals/psych,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/psych,2026-09-19,,subscribe_to_open.csv,53,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Public Health,,,https://www.annualreviews.org/content/journals/publhealth,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/publhealth,2026-09-19,,subscribe_to_open.csv,54,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Resource Economics,,,https://www.annualreviews.org/content/journals/resource,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/resource,2026-09-19,,subscribe_to_open.csv,55,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
Annual Reviews,Annual Review of Sociology,,,https://www.annualreviews.org/content/journals/soc,,,Subscribe to Open,s2o,any,0,unknown,Check year/volume opening; no UF-only restriction inferred from library sponsorship.,,,,Review; invitation/proposal requirements must be checked,institution_title_list,listed,https://guides.uflib.ufl.edu/openaccess/ufinvests,https://www.annualreviews.org/content/journals/soc,2026-09-19,,subscribe_to_open.csv,56,,,,,,,,,UF-supported S2O list; annual opening depends on subscriptions; verify current volume and author fees. Not a routine original-research venue.
